##########################################################################
# Name List for Pirate Waves
#
# Written by ScepraX
##########################################################################

PRW1 = {
	selectable = { always = no }
	randomized = no

	trigger = {
		is_country_type = pirate_waves_country
	}

	ship_names = {
		generic = {
			"Mermaid Isle" "Sanctuary of Old Salt" "Rapier Island" "Reef of Scourge" "Monsoon Retreat" "Hideout of Scourge" "Killer Whale Hideout" "Isle of Storms" "Last Words Isle" "Hideout of Peril" 
			"Seadog Sanctuary" "Cave of Mystery" "Crocodile Hideout" "Enclave of Kraken" "Quartermaster Port" "Isle of Dead Kraken" "Wreckage Island" "Reef of Debris" "Shark Cavern" "Cave of Monkeys" 
			"Low Tide Reef" "Cay of Dead Whales" "Blimey Cave" "Cove of Full Moon" "Hazard Cove" "Atoll of Scuttlebutt" "Skeleton Cove" "Cay of Privateers" "Scuttle Sanctuary" "Island of Salty Sands" 
			"Golden Tooth Reef" "Isle of Murder" "Shipwreck Island" "Anchorage of High Tide" "Seaweed Bay" "Sanctuary of Hazard" "Blimey Lagoon" "Cay of Last Words" "Hempen Halter Isle" "Port of Parley" 
			"Parrot Haven" "Cavern of Mystery" "Corsair Cove" "Port of Barnacles" "Grog Enclave" "Haven of Shark Fin" "Davy Jones' Atoll" "Enclave of Freebooters" "Barnacle Island" "Anchorage of Storms" 
			"Lost Treasure Hideout" "Hideout of Plunder" "Rum Anchorage" "Enclave of Murder" "Scourge Sanctuary" "Hideout of Old Salt" "High Tide Cove" "Port of Parrots" "Red Sand Cave" "Cavern of Black Spot" 
			"Blood Island" "Isle of Voices" "Dagger Tooth Isle" "Enclave of Dry Rum" "Shipwreck Sanctuary" "Refuge of Scurvy" "Demon Sanctuary" "Cay of Salty Sands" "Rapier Cave" "Isle of No Tales" 
			"Shark Island" "Enclave of Sunken Fleet" "Ahoy Cove" "Haven of Nemo" "Debris Anchorage" "Atoll of Full Moon" "Trophy Haven" "Hideout of Storms" "Barnacle Anchorage" "Atoll of Hurricanes" 
			"Blackbeard's Island" "Island of Gunpowder" "Unnamed Isle" "Enclave of Gold" "Dagger Tooth Isle" "Cay of Wreckages" "Red Water Atoll" "Isle of Wreckages" "Quartermaster Enclave" "Cove of Silver" 
			"Blackbeard's Refuge" "Cove of Grog" "Peril Cavern" "Sanctuary of Hurricanes" "Devil's Port" "Cove of Cries" "Skull Hideout" "Lagoon of Dubloons" "Buried Haven" "Enclave of Cyclone" 
			"Keelhaul Port" "Cove of Shivers" "Thunder Island" "Anchorage of Black Sand" "Jolly Roger Hideout" "Retreat of Dead Men" "Booty Retreat" "Enclave of Wreckages" "Quartermaster Hideout" "Port of Parley" 
			"Mermaid Reef" "Sanctuary of Auras" "Bloodmoon Hideout" "Cavern of Davy Jones'" "Davy Jones' Bay" "Island of Voices" "Timber Anchorage" "Bay of Sunken Fleet" "Shark Fin Island" "Isle of Lost Treasure" 
			"Murder Bay" "Bay of Jolly Roger" "Gold Cay" "Cove of Black Water" "Killer Whale Cave" "Enclave of Full Moon" "Scallywag Lagoon" "Cove of Rum" "Anchor Enclave" "Retreat of Crocodiles" 
			"Hornswaggle Cay" "Reef of Keelhaul" "Seadog Cave" "Retreat of Barnacles" "Hornswaggle Sanctuary" "Refuge of Cyclone" "Landlubber Cay" "Anchorage of Sunken Fleet" "Gold Bay" "Cavern of Voices" 
			"Monsoon Refuge" "Atoll of Blood" "Dead Man's Refuge" "Anchorage of Red Sand" "Marauder Isle" "Cay of Old Salt" "Anchor Lagoon" "Haven of Seadogs" "Maroon Cay" "Refuge of Mermaids" 
			"Crimson Cavern" "Cave of Privateers" "Monkey Atoll" "Cavern of Booty" "Black Sand Port" "Isle of Old Salt" "Scallywag Reef" "Bay of Dry Rum" "Death Curse Cave" "Cavern of Jolly Roger" 
			"Blood Island" "Lagoon of Seaweed" "Quartermaster Refuge" "Cove of Booty" "Old Salt Island" "Atoll of Crow's Nests" "Tempest Hideout" "Enclave of Shipwrecks" "Barnacle Cavern" "Sanctuary of Swashbucklers" 
			"Red Sand Cave" "Island of Dead Whales" "Timber Hideout" "Retreat of Gold" "Execution Cay" "Cavern of Lost Treasure" "Occult Retreat" "Haven of Destruction" "Unnamed Anchorage" "Lagoon of Blackbeard" 
			"Mutiny Cavern" "Cavern of Dubloons" "Tempest Cove" "Enclave of Demons" "Hornswaggle Hideout" "Sanctuary of Gunpowder" "Landlubber Sanctuary" "Port of Black Sand" "Booty Refuge" "Atoll of Shark Fin" 
			"Cross Lagoon" "Bay of Red Sand" "Sea Monster Cove" "Enclave of Occult" "Gibbit Cove" "Enclave of Cries" "Occult Refuge" "Bay of Hurricanes" "Wreckage Cove" "Refuge of Mutiny" 
			"Tortoise Cavern" "Enclave of Blackbeard" "Rapier Bay" "Island of Last Words" "Dead Men Refuge" "Reef of Hurricanes" "Blood Bay" "Refuge of Dead Whales" "Kraken Bay" "Isle of No Return" 
			"Maroon Refuge" "Enclave of Executions" "Buried Port" "Cavern of Dead Men" "Rum Reef" "Island of Marauders" "Rapier Cavern" "Cavern of Blackbeard" "Sunken Cove" "Isle of Davy Jones'" 
			"Covert Cay" "Reef of No Return" "Monkey Island" "Cove of Moon" "Blimey Refuge" "Bay of Crow's Nests" "Gold Enclave" "Cay of Red Water" "Landlubber Cay" "Refuge of Black Spot" 
			"Shark Fin Sanctuary" "Haven of Black Water" "Grog Retreat" "Island of Marauders" "Trophy Enclave" "Hideout of Mutiny" "Occult Cove" "Anchorage of Hurricanes" "Seadog Cay" "Enclave of Hazard" 
			"Salty Sand Refuge" "Enclave of Scallywags" "Rapier Haven" "Refuge of Full Moon" "Plunder Bay" "Enclave of Blood Moon" "Unnamed Cavern" "Enclave of Crimson" "Gunpowder Retreat" "Refuge of Low Tide" 
			"Low Tide Anchorage" "Cay of Dead Men" "Salty Sand Cavern" "Haven of Silver" "Death Curse Lagoon" "Cay of Maroon" "Freebooter Refuge" "Lagoon of Murder" "Sea Monster Atoll" "Refuge of Sharks" 
			"Rum Reef" "Cove of Jolly Roger" "Broken Tooth Cave" "Bay of Danger" "Cross Enclave" "Haven of Auras" "Big Horn Lagoon" "Cave of Unknown" "Dagger Tooth Refuge" "Cay of Destruction" 
			"Corsair Lagoon" "Cove of Killer Whales" "Rumrunner Reef" "Anchorage of Unnamed" "Nemo Reef" "Refuge of Barnacles" "Corsair Cay" "Anchorage of Seaweed" "Execution Atoll" "Cave of Red Water" 
			"Corsair Retreat" "Bay of Destruction" "Covert Cay" "Enclave of Dead Whales" "Swashbuckler Sanctuary" "Island of Marauders" "Gunpowder Enclave" "Anchorage of Unnamed" "Swashbuckler Bay" "Cove of Crimson" 
			"Death Curse Sanctuary" "Cay of Seaweed" "Anchor Reef" "Atoll of Sunken Fleet" "Shipwreck Island" "Atoll of Sunken Ships" "Crimson Lagoon" "Cave of Storms" "Dead Kraken Atoll" "Cave of Plunder" 
			"Grog Anchorage" "Island of Black Water" "Dead Men Enclave" "Refuge of Timber" "Lost Treasure Port" "Refuge of Gunpowder" "Dead Men Atoll" "Island of Shipwrecks" "No Tale Refuge" "Lagoon of Booty" 
			"Scourge Island" "Reef of Peril" "Blackbeard's Atoll" "Bay of Buccaneers" "Macaw Anchorage" "Refuge of Death Curse" "Killer Whale Hideout" "Cavern of Death Curse" "Parley Retreat" "Isle of Gold" 
			"Red Water Cove" "Cay of Booty" "Swashbuckler Isle" "Island of Barnacles" "Debris Haven" "Sanctuary of Skulls" "Sunken Reef" "Atoll of Debris" "Kraken Cave" "Cove of Cries" 
			"Scallywag Isle" "Isle of Gold" "Sunken Reef Cay" "Refuge of Shark Fin" "Big Horn Anchorage" "Reef of Last Words" "Gunpowder Anchorage" "Retreat of Privateers" "Mystery Enclave" "Bay of Mystery" 
			"Salty Sand Cove" "Sanctuary of Death" "Big Horn Lagoon" "Port of No Tales" "Shark Fin Cave" "Lagoon of Dead Whales" "Blackbeard's Bay" "Bay of Killer Whales" "Shiver Bay" "Haven of Hornswaggle" 
			"Tempest Atoll" "Anchorage of Death" "Kraken Anchorage" "Island of Scuttle" "Trophy Isle" "Anchorage of Old Salt" "Nemo Enclave" "Bay of Blood Moon" "Black Water Atoll" "Cavern of Crimson" 
			"Dagger Tooth Haven" "Reef of Sanguine" "Maroon Bay" "Refuge of Landlubbers" "Demon Isle" "Hideout of Sunken Fleet" "Macaw Reef" "Anchorage of Corsairs" "Shiver Cave" "Enclave of Maroon" 
			"Blackbeard's Bay" "Cavern of Death Curse" "Crow's Nest Enclave" "Bay of Rapiers" "Debris Isle" "Retreat of No Tales" "Old Salt Haven" "Sanctuary of Shipwrecks" "Gold Anchorage" "Hideout of Silver" 
			"Plunder Cay" "Reef of Low Tide" "Shiver Sanctuary" "Cay of Skeletons" "Killer Whale Bay" "Isle of Marauders" "Occult Isle" "Port of Blackbeard" "Blimey Hideout" "Anchorage of Cries" 
			"Blood Port" "Sanctuary of Blackbeard" "Red Sand Retreat" "Bay of Marauders" "Dagger Tooth Sanctuary" "Haven of Hazard" "Hempen Halter Port" "Anchorage of Crosses" "Skeleton Anchorage" "Island of Demons" 
			"Execution Cave" "Port of Marauders" "Shark Retreat" "Cave of Shipwrecks" "Black Water Lagoon" "Port of Seadogs" "Seaweed Port" "Retreat of Sharks" "Buried Refuge" "Atoll of Moon" 
			"Peril Haven" "Reef of Monkeys" "Sunken Island" "Cavern of Scallywags" "Shipwreck Reef" "Retreat of Devil" "Sanguine Port" "Enclave of Unknown" "Stormy Cave" "Haven of Davy Jones'" 
			"Salty Sand Enclave" "Anchorage of Death" "Occult Bay" "Isle of Plunder" "Anchor Anchorage" "Island of Unnamed" "Unnamed Cave" "Cavern of Nemo" "Swashbuckler Enclave" "Cavern of Dubloons" 
			"Low Tide Hideout" "Reef of Mermaids" "Barnacle Isle" "Bay of Black Water" "Killer Whale Hideout" "Isle of Scuttle" "Scuttlebutt Atoll" "Bay of Corsairs" "Gibbit Hideout" "Lagoon of Shivers" 
			"Gunpowder Refuge" "Cove of Black Water" "Scuttlebutt Sanctuary" "Anchorage of Crow's Nests" "Black Water Anchorage" "Isle of Scourge" "Timber Isle" "Island of Auras" "Killer Whale Island" "Refuge of Shipwrecks" 
			"Parrot Reef" "Atoll of Full Moon" "Blimey Reef" "Atoll of Devil" "Blood Anchorage" "Anchorage of Rum" "Peril Cove" "Retreat of Shipwrecks" "Wreckage Cave" "Bay of Shivers" 
			"Skull Cavern" "Retreat of Mutiny" "Dry Rum Refuge" "Island of Hornswaggle" "Demon Cove" "Enclave of Shark Fin" "Big Horn Island" "Retreat of Turtles" "Maroon Anchorage" "Cove of Black Water" 
			"Scuttle Atoll" "Isle of Moon" "Jagged Reef Island" "Atoll of Last Words" "Seaweed Lagoon" "Port of Grog" "Cutlass Island" "Isle of Black Sand" "Black Water Retreat" "Isle of No Tales" 
			"Macaw Reef" "Haven of Blood" "Hazard Cavern" "Haven of Keelhaul" "Rumrunner Island" "Isle of Buccaneers" "Blackbeard's Cay" "Bay of Grog" "No Tale Island" "Enclave of Black Sand" 
			"Crimson Cavern" "Sanctuary of Plunder" "No Tale Atoll" "Cove of Killer Whales" "Dagger Tooth Haven" "Refuge of Blood Moon" "Monsoon Cay" "Retreat of Black Sand" "Covert Reef" "Reef of Scourge" 
			"Mystery Retreat" "Retreat of Auras" "Booty Bay" "Cave of Blood Moon" "Scurvy Cay" "Island of Corsairs" "Unnamed Hideout" "Sanctuary of Hornswaggle" "Scallywag Cavern" "Cavern of Gunpowder" 
			"Black Sand Cay" "Sanctuary of Monkeys" "Red Water Anchorage" "Haven of Mermaids" "Corsair Isle" "Atoll of Wreckages" "Bloodmoon Cave" "Isle of Nemo" "Dead Kraken Isle" "Enclave of Corsairs" 
			"Wreckage Port" "Reef of Voices" "Skeleton Anchorage" "Enclave of Scuttlebutt" "Sanguine Cavern" "Bay of Black Spot" "Shiver Atoll" "Haven of Freebooters" "Debris Reef" "Refuge of Low Tide" 
			"Danger Cave" "Haven of Cyclone" "Trophy Haven" "Bay of Demons" "Scuttlebutt Cove" "Enclave of No Tales" "Rapier Isle" "Cove of Crimson" "Quartermaster Island" "Cavern of Storms" 
			"Wreckage Cave" "Lagoon of Privateers" "Golden Tooth Anchorage" "Bay of Shark Fin" "Cutlass Cay" "Atoll of Tempest" "Scurvy Sanctuary" "Island of Skeletons" "Kraken Port" "Retreat of Crosses" 
			"Stormy Hideout" "Cave of Sharks" "Black Spot Bay" "Sanctuary of Buccaneers" "Barnacle Retreat" "Cavern of Shivers" "Hempen Halter Cave" "Island of Murder" "Nemo Cay" "Sanctuary of Broken Teeth" 
			"Danger Cavern" "Cavern of Voices" "Skull Lagoon" "Enclave of Last Words" "Thunder Atoll" "Island of Silver" "Hazard Port" "Cavern of Sunken Fleet" "Devil's Retreat" "Refuge of Dry Rum" 
			"Bloodmoon Cave" "Isle of Shipwrecks" "Parley Port" "Anchorage of Salty Sands" "Freebooter Isle" "Bay of Dead Whales" "No Tale Retreat" "Reef of Seadogs" "Dubloon Port" "Cay of Timber" 
			"Mystery Reef" "Enclave of Anchors" "Rapier Anchorage" "Enclave of Mermaids" "Occult Hideout" "Cave of Unknown" "Death Curse Atoll" "Atoll of Corsairs" "Privateer Lagoon" "Cove of Keelhaul" 
			"Sanguine Refuge" "Atoll of Shivers" "Skull Isle" "Cove of Low Tide" "Buccaneer's Port" "Isle of Dead Men" "Hempen Halter Cave" "Anchorage of Sanguine" "Quartermaster Cave" "Bay of Mystery" 
			"Last Words Cavern" "Anchorage of Peril" "Last Words Port" "Cave of Red Sand" "Dubloon Bay" "Cave of Tempest" "Rapier Hideout" "Cave of Freebooters" "Debris Enclave" "Cave of Full Moon" 
			"Anchor Reef" "Atoll of Executions" "Barnacle Port" "Refuge of Privateers" "Keelhaul Sanctuary" "Lagoon of Mystery" "Full Moon Atoll" "Enclave of Privateers" "Blackbeard's Reef" "Haven of Quartermasters" 
			"Dagger Tooth Enclave" "Cavern of Unknown" "Death Curse Enclave" "Retreat of Sunken Ships" "Freebooter Refuge" "Sanctuary of Freebooters" "Scallywag Bay" "Atoll of Seadogs" "Booty Bay" "Reef of Sunken Ships" 
			"Dead Men Anchorage" "Refuge of Gold" "Booty Anchorage" "Reef of Storms" "Dagger Tooth Retreat" "Enclave of Monsoon" "Rumrunner Isle" "Haven of Cyclone" "Last Words Port" "Atoll of Old Salt" 
			"Parrot Cove" "Atoll of Sharks" "Monsoon Retreat" "Bay of Barnacles" "Corsair Lagoon" "Atoll of Auras" "Jolly Roger Haven" "Cay of Parrots" "Dead Men Reef" "Port of Macaws" 
			"Scuttle Isle" "Atoll of Sunken Ships" "Jolly Roger Lagoon" "Cove of Thunder" "Dead Man's Haven" "Cove of Storms" "Low Tide Anchorage" "Island of Hornswaggle" "Landlubber Port" "Port of Seadogs" 
			"Hempen Halter Anchorage" "Cave of Privateers" "Cross Enclave" "Cave of Landlubbers" "No Tale Lagoon" "Enclave of Anchors" "Barnacle Cave" "Reef of Monsoon" "Monsoon Cay" "Cave of Rum" 
			"Killer Whale Retreat" "Refuge of Occult" "Davy Jones' Bay" "Cave of Demons" "Execution Retreat" "Refuge of Booty" "Anchor Cay" "Refuge of Whispers" "Cutlass Lagoon" "Cave of Death" 
			"Salty Sand Lagoon" "Cavern of Shipwrecks" "Dagger Tooth Isle" "Cove of Red Sand" "Seaweed Atoll" "Lagoon of Occult" "Lost Treasure Sanctuary" "Sanctuary of Monsters" "Mermaid Reef" "Island of Low Tide" 
			"Landlubber Bay" "Enclave of Rumrunners" "Gunpowder Haven" "Cavern of Skulls" "Last Words Refuge" "Hideout of Barnacles" "Nemo Cove" "Enclave of Blood" "Debris Cavern" "Cove of Dead Men" 
			"Stormy Sanctuary" "Refuge of Scuttlebutt" "Black Water Enclave" "Anchorage of Crocodiles" "Gold Retreat" "Isle of Grog" "Old Salt Cave" "Cove of Demons" "Scurvy Lagoon" "Sanctuary of Voices" 
			"Big Horn Isle" "Atoll of Mystery" "Red Sand Anchorage" "Cavern of Cyclone" "Full Moon Port" "Reef of Skeletons" "Seaweed Enclave" "Hideout of No Return" "Dagger Tooth Cave" "Enclave of Macaws" 
			"Grog Refuge" "Cavern of Swashbucklers" "Booty Retreat" "Port of Crocodiles" "Gold Cove" "Enclave of Cries" "Ahoy Enclave" "Retreat of Anchors" "Dry Rum Cavern" "Bay of Debris" 
			"Ahoy Sanctuary" "Cove of Debris" "Gold Anchorage" "Lagoon of Timber" "Skeleton Refuge" "Cavern of Buccaneers" "Blackbeard's Cove" "Reef of Dubloons" "Anchor Haven" "Cave of Scuttlebutt" 
			"Dubloon Cove" "Anchorage of Demons" "Unnamed Reef" "Bay of Seaweed" "Red Sand Retreat" "Refuge of Marauders" "Cross Haven" "Reef of Blood" "Big Horn Cavern" "Isle of Full Moon" 
			"Gibbit Refuge" "Haven of Landlubbers" "Black Spot Cove" "Atoll of Seaweed" "Silver Island" "Retreat of Demons" "Seaweed Port" "Isle of Whispers" "Keelhaul Isle" "Haven of Mermaids" 
			"Lost Treasure Retreat" "Cove of Macaws" "Crocodile Haven" "Bay of Scuttle" "Parrot Refuge" "Enclave of Keelhaul" "Broken Tooth Port" "Cave of Salty Sands" "Monkey Refuge" "Anchorage of Red Sand" 
			"Privateer Lagoon" "Haven of Tempest" "Crow's Nest Isle" "Cavern of Gunpowder" "Rum Atoll" "Cavern of Death" "Blackbeard's Reef" "Anchorage of Blood Moon" "Silver Retreat" "Reef of Black Sand" 
			"Blackbeard's Isle" "Cave of Booty" "Seaweed Atoll" "Enclave of Death Curse" "Hazard Sanctuary" "Sanctuary of Death Curse" "Dead Man's Enclave" "Enclave of Wreckages" "Dry Rum Isle" "Cavern of Plunder" 
			"Parley Port" "Island of Last Words" "Blood Isle" "Cay of Crow's Nests" "Maroon Hideout" "Sanctuary of High Tide" "Privateer Isle" "Cave of Executions" "Barnacle Haven" "Reef of Tortoise" 
			"Parley Cove" "Island of Rum" "Wreckage Atoll" "Reef of Moon" "Shiver Atoll" "Anchorage of Blackbeard" "Occult Enclave" "Cay of Debris" "Marauder Hideout" "Haven of Red Water" 
			"Seadog Cavern" "Lagoon of Debris" "Blood Hideout" "Cavern of Danger" "Buccaneer's Isle" "Cavern of Shivers" "No Tale Enclave" "Bloodmoon Lagoon" "Cavern of Shivers" 
			"Bloodmoon Cove" "Atoll of Crosses" "Hazard Lagoon" "Hideout of Parley" "Jolly Roger Port" "Atoll of Monsoon" "Mystery Cavern" "Lagoon of Hazard" "Dagger Tooth Sanctuary" "Cavern of Plunder" 
			"Grog Cove" "Sanctuary of Salty Sands" "Scuttlebutt Anchorage" "Cay of Parrots" "Sea Monster Sanctuary" "Haven of Debris" "Ahoy Atoll" "Cavern of Rapiers" "Timber Island" "Bay of Hazard" 
			"Mystery Cave" "Enclave of Plunder" "Old Salt Cave" "Lagoon of Death" "Black Water Lagoon" "Cave of Death Curse" "Scuttlebutt Cavern" "Sanctuary of Crow's Nests" "Silver Hideout" "Port of Unnamed" 
			"Barnacle Cavern" "Port of Dead Whales" "Grog Island" "Sanctuary of Grog" "Privateer Refuge" "Retreat of Parley" "Parley Cove" "Cay of Scurvy" "Silver Reef" "Cove of Voices" 
		}
		
		marauder_station = {
			"Dark Lair" "Safe Harbor" "Slave Market" "Port Despair"
			
			"Jolly Roger Hideout" "Sanctuary of Booty" "Peril Cove" "Cay of Mermaids" "Dead Man's Refuge" "Isle of Monkeys" "Murder Anchorage" "Sanctuary of Blood" "Macaw Refuge" "Retreat of Crow's Nests" 
			"Occult Haven" "Atoll of Anchors" "Crimson Haven" "Anchorage of Gunpowder" "Nemo Cave" "Island of Scourge" "Maroon Port" "Cave of Barnacles" "Tempest Cove" "Port of Black Spot" 
			"Mutiny Port" "Isle of Rumrunners" "Scuttle Port" "Port of Gold" "Hazard Cove" "Sanctuary of Scourge" "Timber Retreat" "Hideout of Red Sand" "Kraken Anchorage" "Sanctuary of Red Sand" 
			"Buried Atoll" "Port of Sanguine" "Maroon Atoll" "Atoll of Timber" "Parley Island" "Island of Marauders" "Blood Atoll" "Bay of Cries" "Black Sand Haven" "Port of Seaweed" 
			"Seadog Haven" "Atoll of Sunken Fleet" "Davy Jones' Refuge" "Sanctuary of Skulls" "Macaw Hideout" "Atoll of Wreckages" "Low Tide Haven" "Bay of Booty" "Crow's Nest Cave" "Cay of Unnamed" 
			"Parrot Bay" "Refuge of No Return" "Hornswaggle Island" "Isle of Nemo" "Dagger Tooth Hideout" "Haven of Mermaids" "Devil's Atoll" "Atoll of Danger" "Silver Reef" "Lagoon of Dead Whales" 
			"Privateer Port" "Hideout of Sharks" "Mutiny Port" "Cavern of Thunder" "Lost Treasure Hideout" "Retreat of No Tales" "Stormy Haven" "Sanctuary of Unknown" "Blimey Port" "Atoll of Unknown" 
			"Kraken Port" "Cavern of Dubloons" "Last Words Atoll" "Port of Whispers" "Grog Cave" "Sanctuary of Scallywags" "Seadog Cavern" "Cave of Macaws" "Red Water Sanctuary" "Cay of Killer Whales" 
			"Blood Cavern" "Cavern of Dubloons" "Big Horn Cove" "Cay of Thunder" "Anchor Sanctuary" "Anchorage of Keelhaul" "Cutlass Port" "Island of Broken Teeth" "Blimey Port" "Cavern of Jolly Roger" 
			"Old Salt Atoll" "Haven of Death Curse" "Cutlass Haven" "Atoll of Cries" "Maroon Island" "Refuge of Silver" "Full Moon Cave" "Island of Old Salt" "Corsair Retreat" "Lagoon of Black Sand" 
			"Scourge Cove" "Cay of Cries" "Scallywag Lagoon" "Refuge of Tortoise" "Low Tide Lagoon" "Cavern of Shipwrecks" "Red Sand Anchorage" "Enclave of Jolly Roger" "Quartermaster Refuge" "Port of Destruction" 
			"Black Spot Port" "Retreat of Scurvy" "Buried Enclave" "Refuge of Crosses" "Monkey Cay" "Cay of Crow's Nests" "Death Curse Port" "Refuge of Tortoise" "High Tide Lagoon" "Cove of Gunpowder" 
			"Blackbeard's Cove" "Isle of Tortoise" "Quartermaster Refuge" "Haven of Hurricanes" "Crocodile Enclave" "Refuge of Lost Treasure" "Macaw Refuge" "Retreat of Last Words" "Shark Fin Bay" "Sanctuary of Mystery" 
			"Dubloon Reef" "Retreat of Scourge" "Black Sand Bay" "Sanctuary of Macaws" "Gold Anchorage" "Cay of Unnamed" "Monsoon Anchorage" "Reef of Shipwrecks" "Freebooter Retreat" "Isle of Shark Fin" 
			"Mermaid Isle" "Sanctuary of Old Salt" "Rapier Island" "Reef of Scourge" "Monsoon Retreat" "Hideout of Scourge" "Killer Whale Hideout" "Isle of Storms" "Last Words Isle" "Hideout of Peril" 
			"Seadog Sanctuary" "Cave of Mystery" "Crocodile Hideout" "Enclave of Kraken" "Quartermaster Port" "Isle of Dead Kraken" "Wreckage Island" "Reef of Debris" "Shark Cavern" "Cave of Monkeys" 
			"Low Tide Reef" "Cay of Dead Whales" "Blimey Cave" "Cove of Full Moon" "Hazard Cove" "Atoll of Scuttlebutt" "Skeleton Cove" "Cay of Privateers" "Scuttle Sanctuary" "Island of Salty Sands" 
			"Golden Tooth Reef" "Isle of Murder" "Shipwreck Island" "Anchorage of High Tide" "Seaweed Bay" "Sanctuary of Hazard" "Blimey Lagoon" "Cay of Last Words" "Hempen Halter Isle" "Port of Parley" 
			"Parrot Haven" "Cavern of Mystery" "Corsair Cove" "Port of Barnacles" "Grog Enclave" "Haven of Shark Fin" "Davy Jones' Atoll" "Enclave of Freebooters" "Barnacle Island" "Anchorage of Storms" 
			"Lost Treasure Hideout" "Hideout of Plunder" "Rum Anchorage" "Enclave of Murder" "Scourge Sanctuary" "Hideout of Old Salt" "High Tide Cove" "Port of Parrots" "Red Sand Cave" "Cavern of Black Spot" 
			"Blood Island" "Isle of Voices" "Dagger Tooth Isle" "Enclave of Dry Rum" "Shipwreck Sanctuary" "Refuge of Scurvy" "Demon Sanctuary" "Cay of Salty Sands" "Rapier Cave" "Isle of No Tales" 
			"Shark Island" "Enclave of Sunken Fleet" "Ahoy Cove" "Haven of Nemo" "Debris Anchorage" "Atoll of Full Moon" "Trophy Haven" "Hideout of Storms" "Barnacle Anchorage" "Atoll of Hurricanes" 
			"Blackbeard's Island" "Island of Gunpowder" "Unnamed Isle" "Enclave of Gold" "Dagger Tooth Isle" "Cay of Wreckages" "Red Water Atoll" "Isle of Wreckages" "Quartermaster Enclave" "Cove of Silver" 
			"Blackbeard's Refuge" "Cove of Grog" "Peril Cavern" "Sanctuary of Hurricanes" "Devil's Port" "Cove of Cries" "Skull Hideout" "Lagoon of Dubloons" "Buried Haven" "Enclave of Cyclone" 
			"Keelhaul Port" "Cove of Shivers" "Thunder Island" "Anchorage of Black Sand" "Jolly Roger Hideout" "Retreat of Dead Men" "Booty Retreat" "Enclave of Wreckages" "Quartermaster Hideout" "Port of Parley" 
			"Mermaid Reef" "Sanctuary of Auras" "Bloodmoon Hideout" "Cavern of Davy Jones'" "Davy Jones' Bay" "Island of Voices" "Timber Anchorage" "Bay of Sunken Fleet" "Shark Fin Island" "Isle of Lost Treasure" 
			"Murder Bay" "Bay of Jolly Roger" "Gold Cay" "Cove of Black Water" "Killer Whale Cave" "Enclave of Full Moon" "Scallywag Lagoon" "Cove of Rum" "Anchor Enclave" "Retreat of Crocodiles" 
			"Hornswaggle Cay" "Reef of Keelhaul" "Seadog Cave" "Retreat of Barnacles" "Hornswaggle Sanctuary" "Refuge of Cyclone" "Landlubber Cay" "Anchorage of Sunken Fleet" "Gold Bay" "Cavern of Voices" 
			"Monsoon Refuge" "Atoll of Blood" "Dead Man's Refuge" "Anchorage of Red Sand" "Marauder Isle" "Cay of Old Salt" "Anchor Lagoon" "Haven of Seadogs" "Maroon Cay" "Refuge of Mermaids" 
			"Crimson Cavern" "Cave of Privateers" "Monkey Atoll" "Cavern of Booty" "Black Sand Port" "Isle of Old Salt" "Scallywag Reef" "Bay of Dry Rum" "Death Curse Cave" "Cavern of Jolly Roger" 
			"Blood Island" "Lagoon of Seaweed" "Quartermaster Refuge" "Cove of Booty" "Old Salt Island" "Atoll of Crow's Nests" "Tempest Hideout" "Enclave of Shipwrecks" "Barnacle Cavern" "Sanctuary of Swashbucklers" 
			"Red Sand Cave" "Island of Dead Whales" "Timber Hideout" "Retreat of Gold" "Execution Cay" "Cavern of Lost Treasure" "Occult Retreat" "Haven of Destruction" "Unnamed Anchorage" "Lagoon of Blackbeard" 
			"Mutiny Cavern" "Cavern of Dubloons" "Tempest Cove" "Enclave of Demons" "Hornswaggle Hideout" "Sanctuary of Gunpowder" "Landlubber Sanctuary" "Port of Black Sand" "Booty Refuge" "Atoll of Shark Fin" 
			"Cross Lagoon" "Bay of Red Sand" "Sea Monster Cove" "Enclave of Occult" "Gibbit Cove" "Enclave of Cries" "Occult Refuge" "Bay of Hurricanes" "Wreckage Cove" "Refuge of Mutiny" 
			"Tortoise Cavern" "Enclave of Blackbeard" "Rapier Bay" "Island of Last Words" "Dead Men Refuge" "Reef of Hurricanes" "Blood Bay" "Refuge of Dead Whales" "Kraken Bay" "Isle of No Return" 
			"Maroon Refuge" "Enclave of Executions" "Buried Port" "Cavern of Dead Men" "Rum Reef" "Island of Marauders" "Rapier Cavern" "Cavern of Blackbeard" "Sunken Cove" "Isle of Davy Jones'" 
			"Covert Cay" "Reef of No Return" "Monkey Island" "Cove of Moon" "Blimey Refuge" "Bay of Crow's Nests" "Gold Enclave" "Cay of Red Water" "Landlubber Cay" "Refuge of Black Spot" 
			"Shark Fin Sanctuary" "Haven of Black Water" "Grog Retreat" "Island of Marauders" "Trophy Enclave" "Hideout of Mutiny" "Occult Cove" "Anchorage of Hurricanes" "Seadog Cay" "Enclave of Hazard" 
